V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,outcome
-0.5071699706884264,0.876614773063305,-0.1699261950667883,-0.4603086101355977,-0.45792253398398747,0.8437168889033165,0.5883190758099859,0.9386129873274248,-0.4509278490970137,0.2935245989929938,0.32500470782746266,0.6637317861071845,0.5603473162901295,-0.08258949309844808,0.7876792525033091,2.7418678508275667,0.5806085149239828,2.065360442496486,0.26465072645319065,3.471220631573503,-0.5274285930542827,0.3079559819151084,-0.33364179900487384,-0.33719288735695785,-0.8088755557782826,0.5099577130341109,-0.15285125590889154,0.3817569303762314,-0.8595078042471503,0.5777104438598774,0
0.15967663555623296,-1.490256964052844,0.44985288027717474,-0.07100909460156044,-0.10311916820454262,-0.7047725898037821,-0.5886782291359977,0.8708344517703965,-0.15546141316485407,-1.0690116161003154,-0.5714561121394919,-0.30246336126063744,-0.5836518874982106,-0.4982760620245676,-0.9835008368320842,-0.4304256004974277,-0.025631577495878747,0.8628228302626758,-0.7321590553589956,-0.8064424170677992,0.12223891222590938,-1.4248057493992567,0.07257746532079111,3.809063690049214e-4,-0.6249266677501643,-0.6544257129900803,-0.4696887774443565,0.15964404447614247,-0.19356814904767364,-1.111539784855016,1
-0.07868555561207081,-1.1368537184323582,-0.1913262693814541,-0.24434683509481792,1.1191393203222444,0.8967343814489251,0.5770295354236343,1.1025184953664748,1.40212090958863,0.27086287400183784,1.0581120477280332,0.5332138675134074,0.8907370560785475,1.4434264569201252,0.09925705531333973,0.7316132434045816,1.2289210072003047,1.071889342362624,1.147746771019812,0.3749317935561702,-0.2688029938185374,-0.7300740505530278,-0.2101392387886459,-0.4237817949047726,0.3167164495366335,0.1889895743101933,0.13762308304797938,0.9568163198983792,0.10222543566471488,0.08106755459168331,1
-1.3788945555325087,0.5046113566206888,-1.3654495774533837,-1.0902918407479776,-0.10311916820454262,-1.1190664244101811,-0.8633903785372237,-0.9223330402668808,0.2056642307522299,-0.3268401226399261,-0.8314513861524341,0.4679549082165192,-0.8200684977060907,-0.6387433901809877,-0.0196431500068436,-0.8380605625581998,-0.7448377199240314,-0.8947944749496793,0.3989297140516769,-0.4780309682411101,-1.4183420573015786,0.957131503787814,-1.3213646842040545,-1.0471165472114543,-0.1168773579582171,-1.1675298286174436,-0.905687884235066,-1.043264577997832,-0.342273120597072,-0.6503318397486555,0
-0.13260081313823463,-1.006652522677442,-0.19667628796012027,-0.23610618841563036,-0.26736681849522714,0.016265308816495645,-0.3419390520253987,-0.2955748711615836,0.18013009431364793,-0.30417839764876914,-0.7748366038777713,-1.0761445787026385,-0.7063115513717552,-0.4943192358793164,-0.7606878470303958,-0.810140359677325,-0.37049274482324257,-0.2732672858773529,-0.20593059044600903,-0.8215591696029746,-0.4219093485660987,-1.0066651250351335,-0.1744276551116643,-0.3013629945785518,-0.29644651055709564,-0.4796410829919076,-0.1379920075464114,0.4213112799200832,0.04080381698126851,-0.6359363936829109,0
-0.027607943218862938,1.9972750650966884,-0.0913220759494598,-0.311692809679903,0.6427500316003433,0.8967343814489251,-0.3687830702773906,0.669045123477038,1.416711844696391,0.8459041456524438,0.9340643719160332,1.2474369220404655,1.057415712229291,0.10052362795679123,0.5568729715876591,0.9840118774476896,-0.1833202572728481,1.1950603107315856,0.7352320433523903,0.8155851299565376,-0.10948962468931832,1.075902965183071,-0.2955494430827601,-0.12168662049860392,0.014514704919010574,-0.14341901292269524,-0.11738079207587436,0.5916992471859046,0.7859450331146629,0.9774609076855578,0
-0.8760638379727064,2.0786508124435112,-0.6534855666000927,-0.7166211378813653,-0.4024622884312884,-0.1280180101826251,-0.7829837631188739,-0.9367649717923318,-0.01684752964112485,1.7877820905974038,-0.5855196567809687,0.7253652476653571,-0.39075967414868507,-0.5042113012424446,0.2464668333288048,0.28098116890726205,-0.4967099443926236,-0.5157196130878353,1.960679020264701,-0.11409515095675876,-0.8315722977555194,1.1393562116819071,-0.6797465641409529,-0.6464891676646689,-0.2614086271231673,-0.1949010312130661,-0.7654357529169463,-0.8914367285948945,0.11515630275596722,0.3794962249546228,0
-0.94416732116365,-1.0926783127297974,-0.8304477195867487,-0.971228704245232,-0.3249601504153379,-0.4444188317673111,-0.7602792430085442,-0.6324058444430899,0.5303125368999123,-0.6398551990802817,-0.45714473646389886,-0.8078577460376521,-0.62767087977541,-0.4864055835888138,-0.33337982622984863,0.12295282060151072,-0.5096298152146862,-0.255439908876582,0.04327185500703744,-0.3933771540441271,-0.8998494559537562,-1.078253403136384,-0.9279420706959746,-0.7738257964114551,-0.20009233111379512,-0.13706320819548892,-0.7467418598157615,-0.7455420316235346,0.3786227197402258,-0.4188973606916821,0
-1.2656725147275647,-1.2949551704204705,-1.301660894400054,-1.0664223814013651,0.5360957132297695,0.30407455406408535,-0.6271881057872196,-0.7177088682810231,0.8367221741628925,1.355792957953475,-0.7715911704989689,-0.6227760864761989,-0.6622925590945558,-0.5782918796285378,0.06328724530051097,0.3948955966612314,-0.26580866329063263,0.5176199847022962,0.731602881525404,1.3465610627545788,-1.2391662421510543,-1.2490890667870962,-1.0716811949958251,-0.9642160109790636,0.09334994264534692,0.1387787169652639,-0.418879734656521,-0.5316442798594766,0.8312030679340452,1.6750863708716492,0
1.8367249091332285,-1.064778056496601,1.886127098703756,1.966703917000324,-1.0089698455652898,-0.3722771722677506,0.474169278570207,0.8239306743126811,-1.114815396500138,-0.9911119364432132,-0.3370637014482127,-1.0957222664917048,-0.3764164070021819,-0.11204586551309637,-0.7263833059996427,-0.594037989379354,0.06613263321466878,0.6877904015278352,-0.671673024909227,-0.7849010447051739,1.645026440525978,-1.4004006545920125,1.584367840979675,1.8572124085911064,-1.1285962421128697,-0.7828129684796473,-0.6225952364002011,0.7331821128619886,-0.95648930743154,-1.111539784855016,1
